"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2004-Q3",65.44305,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2004-Q4",65.60455,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2005-Q1",65.97995,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2005-Q2",65.82484,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2005-Q3",65.95685,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2005-Q4",65.57178,"B"
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2006-Q1",65.93,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2006-Q2",65.91471,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2006-Q3",65.66805,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2006-Q4",65.59734,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2007-Q1",65.25187,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2007-Q2",65.35851,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2007-Q3",65.5112,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2007-Q4",65.79129,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2008-Q1",65.84335,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2008-Q2",65.94354,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2008-Q3",65.6397,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2008-Q4",65.5195,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2009-Q1",65.14957,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2009-Q2",64.77739,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2009-Q3",64.89731,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2009-Q4",64.9029,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2010-Q1",64.52283,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2010-Q2",64.4983,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2010-Q3",64.62084,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2010-Q4",64.23011,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2011-Q1",64.47659,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2011-Q2",64.36332,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2011-Q3",64.39402,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2011-Q4",64.40617,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2012-Q1",64.43761,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2012-Q2",64.70068,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2012-Q3",65.04519,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2012-Q4",65.58271,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2013-Q1",65.5834,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2013-Q2",65.65379,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2013-Q3",65.75417,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2013-Q4",66.0957,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2014-Q1",66.5412,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2014-Q2",66.96677,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2014-Q3",67.18243,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2014-Q4",67.54487,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2015-Q1",67.75789,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2015-Q2",67.87545,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2015-Q3",68.01194,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2015-Q4",68.19398,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2016-Q1",68.30656,
"USA","EMP","MEN","THND_PER","Q","1955-Q1",42000.67,
"USA","EMP","MEN","THND_PER","Q","1955-Q2",42386.67,
"USA","EMP","MEN","THND_PER","Q","1955-Q3",42907.33,
"USA","EMP","MEN","THND_PER","Q","1955-Q4",43181,
"USA","EMP","MEN","THND_PER","Q","1956-Q1",43403.67,
"USA","EMP","MEN","THND_PER","Q","1956-Q2",43383,
"USA","EMP","MEN","THND_PER","Q","1956-Q3",43404,
"USA","EMP","MEN","THND_PER","Q","1956-Q4",43321,
"USA","EMP","MEN","THND_PER","Q","1957-Q1",43441.33,
"USA","EMP","MEN","THND_PER","Q","1957-Q2",43492.33,
"USA","EMP","MEN","THND_PER","Q","1957-Q3",43415.33,
"USA","EMP","MEN","THND_PER","Q","1957-Q4",43043,
"USA","EMP","MEN","THND_PER","Q","1958-Q1",42393.33,
"USA","EMP","MEN","THND_PER","Q","1958-Q2",42168,
"USA","EMP","MEN","THND_PER","Q","1958-Q3",42394.33,
"USA","EMP","MEN","THND_PER","Q","1958-Q4",42754.67,
"USA","EMP","MEN","THND_PER","Q","1959-Q1",43025.33,
"USA","EMP","MEN","THND_PER","Q","1959-Q2",43582,
"USA","EMP","MEN","THND_PER","Q","1959-Q3",43663.67,
"USA","EMP","MEN","THND_PER","Q","1959-Q4",43597,
"USA","EMP","MEN","THND_PER","Q","1960-Q1",43871.33,
"USA","EMP","MEN","THND_PER","Q","1960-Q2",44005,
"USA","EMP","MEN","THND_PER","Q","1960-Q3",43902.67,
"USA","EMP","MEN","THND_PER","Q","1960-Q4",43838.33,
"USA","EMP","MEN","THND_PER","Q","1961-Q1",43559.33,
"USA","EMP","MEN","THND_PER","Q","1961-Q2",43534.67,
"USA","EMP","MEN","THND_PER","Q","1961-Q3",43675,
"USA","EMP","MEN","THND_PER","Q","1961-Q4",43834,
"USA","EMP","MEN","THND_PER","Q","1962-Q1",44023.33,
"USA","EMP","MEN","THND_PER","Q","1962-Q2",44146,
"USA","EMP","MEN","THND_PER","Q","1962-Q3",44226.33,
"USA","EMP","MEN","THND_PER","Q","1962-Q4",44334.67,
"USA","EMP","MEN","THND_PER","Q","1963-Q1",44276,
"USA","EMP","MEN","THND_PER","Q","1963-Q2",44553.33,
"USA","EMP","MEN","THND_PER","Q","1963-Q3",44886.67,
"USA","EMP","MEN","THND_PER","Q","1963-Q4",44911,
"USA","EMP","MEN","THND_PER","Q","1964-Q1",45065.33,
"USA","EMP","MEN","THND_PER","Q","1964-Q2",45443.33,
"USA","EMP","MEN","THND_PER","Q","1964-Q3",45634,
"USA","EMP","MEN","THND_PER","Q","1964-Q4",45736.67,
"USA","EMP","MEN","THND_PER","Q","1965-Q1",45980.67,
"USA","EMP","MEN","THND_PER","Q","1965-Q2",46310,
"USA","EMP","MEN","THND_PER","Q","1965-Q3",46434.33,
"USA","EMP","MEN","THND_PER","Q","1965-Q4",46607,
"USA","EMP","MEN","THND_PER","Q","1966-Q1",46732.67,
"USA","EMP","MEN","THND_PER","Q","1966-Q2",46908,
"USA","EMP","MEN","THND_PER","Q","1966-Q3",46941.33,
"USA","EMP","MEN","THND_PER","Q","1966-Q4",47053.67,
"USA","EMP","MEN","THND_PER","Q","1967-Q1",47177,
"USA","EMP","MEN","THND_PER","Q","1967-Q2",47300,
"USA","EMP","MEN","THND_PER","Q","1967-Q3",47665.33,
"USA","EMP","MEN","THND_PER","Q","1967-Q4",47782.67,
"USA","EMP","MEN","THND_PER","Q","1968-Q1",47732,
"USA","EMP","MEN","THND_PER","Q","1968-Q2",48085.67,
"USA","EMP","MEN","THND_PER","Q","1968-Q3",48230,
"USA","EMP","MEN","THND_PER","Q","1968-Q4",48369,
"USA","EMP","MEN","THND_PER","Q","1969-Q1",48635.33,
"USA","EMP","MEN","THND_PER","Q","1969-Q2",48679.67,
"USA","EMP","MEN","THND_PER","Q","1969-Q3",48877.33,
"USA","EMP","MEN","THND_PER","Q","1969-Q4",49015,
"USA","EMP","MEN","THND_PER","Q","1970-Q1",49132.67,
"USA","EMP","MEN","THND_PER","Q","1970-Q2",48994,
"USA","EMP","MEN","THND_PER","Q","1970-Q3",48895,
"USA","EMP","MEN","THND_PER","Q","1970-Q4",48912.67,
"USA","EMP","MEN","THND_PER","Q","1971-Q1",48931,
"USA","EMP","MEN","THND_PER","Q","1971-Q2",49272,
"USA","EMP","MEN","THND_PER","Q","1971-Q3",49551.67,
"USA","EMP","MEN","THND_PER","Q","1971-Q4",49773,
"USA","EMP","MEN","THND_PER","Q","1972-Q1",50249,
"USA","EMP","MEN","THND_PER","Q","1972-Q2",50728,
"USA","EMP","MEN","THND_PER","Q","1972-Q3",51145,
"USA","EMP","MEN","THND_PER","Q","1972-Q4",51389.33,
"USA","EMP","MEN","THND_PER","Q","1973-Q1",51832.67,
"USA","EMP","MEN","THND_PER","Q","1973-Q2",52139.67,
"USA","EMP","MEN","THND_PER","Q","1973-Q3",52471.33,
"USA","EMP","MEN","THND_PER","Q","1973-Q4",52917.67,
"USA","EMP","MEN","THND_PER","Q","1974-Q1",53229,
"USA","EMP","MEN","THND_PER","Q","1974-Q2",53067.33,
"USA","EMP","MEN","THND_PER","Q","1974-Q3",53028.33,
"USA","EMP","MEN","THND_PER","Q","1974-Q4",52784.33,
"USA","EMP","MEN","THND_PER","Q","1975-Q1",51796,
"USA","EMP","MEN","THND_PER","Q","1975-Q2",51583,
"USA","EMP","MEN","THND_PER","Q","1975-Q3",51956.33,
"USA","EMP","MEN","THND_PER","Q","1975-Q4",52058.33,
"USA","EMP","MEN","THND_PER","Q","1976-Q1",52639.67,
"USA","EMP","MEN","THND_PER","Q","1976-Q2",53045.67,
"USA","EMP","MEN","THND_PER","Q","1976-Q3",53358,
"USA","EMP","MEN","THND_PER","Q","1976-Q4",53512,
"USA","EMP","MEN","THND_PER","Q","1977-Q1",53894,
"USA","EMP","MEN","THND_PER","Q","1977-Q2",54510.33,
"USA","EMP","MEN","THND_PER","Q","1977-Q3",54908.67,
"USA","EMP","MEN","THND_PER","Q","1977-Q4",55608.33,
"USA","EMP","MEN","THND_PER","Q","1978-Q1",55843.67,
"USA","EMP","MEN","THND_PER","Q","1978-Q2",56418.67,
"USA","EMP","MEN","THND_PER","Q","1978-Q3",56635,
"USA","EMP","MEN","THND_PER","Q","1978-Q4",57014,
"USA","EMP","MEN","THND_PER","Q","1979-Q1",57465.33,
"USA","EMP","MEN","THND_PER","Q","1979-Q2",57505.67,
"USA","EMP","MEN","THND_PER","Q","1979-Q3",57712.67,
"USA","EMP","MEN","THND_PER","Q","1979-Q4",57766.33,
"USA","EMP","MEN","THND_PER","Q","1980-Q1",57779.67,
"USA","EMP","MEN","THND_PER","Q","1980-Q2",56995,
"USA","EMP","MEN","THND_PER","Q","1980-Q3",56804,
"USA","EMP","MEN","THND_PER","Q","1980-Q4",57176,
"USA","EMP","MEN","THND_PER","Q","1981-Q1",57443.33,
"USA","EMP","MEN","THND_PER","Q","1981-Q2",57633.67,
"USA","EMP","MEN","THND_PER","Q","1981-Q3",57505,
"USA","EMP","MEN","THND_PER","Q","1981-Q4",57005.33,
"USA","EMP","MEN","THND_PER","Q","1982-Q1",56641,
"USA","EMP","MEN","THND_PER","Q","1982-Q2",56482.33,
"USA","EMP","MEN","THND_PER","Q","1982-Q3",56107.67,
"USA","EMP","MEN","THND_PER","Q","1982-Q4",55855.67,
"USA","EMP","MEN","THND_PER","Q","1983-Q1",55765,
"USA","EMP","MEN","THND_PER","Q","1983-Q2",56353.67,
"USA","EMP","MEN","THND_PER","Q","1983-Q3",57206.67,
"USA","EMP","MEN","THND_PER","Q","1983-Q4",57789,
"USA","EMP","MEN","THND_PER","Q","1984-Q1",58455.33,
"USA","EMP","MEN","THND_PER","Q","1984-Q2",59054.33,
"USA","EMP","MEN","THND_PER","Q","1984-Q3",59273.67,
"USA","EMP","MEN","THND_PER","Q","1984-Q4",59585.67,
"USA","EMP","MEN","THND_PER","Q","1985-Q1",59636.67,
"USA","EMP","MEN","THND_PER","Q","1985-Q2",59787,
"USA","EMP","MEN","THND_PER","Q","1985-Q3",59939.67,
"USA","EMP","MEN","THND_PER","Q","1985-Q4",60221.67,
"USA","EMP","MEN","THND_PER","Q","1986-Q1",60684.33,
"USA","EMP","MEN","THND_PER","Q","1986-Q2",60717.33,
"USA","EMP","MEN","THND_PER","Q","1986-Q3",60928,
"USA","EMP","MEN","THND_PER","Q","1986-Q4",61246.67,
"USA","EMP","MEN","THND_PER","Q","1987-Q1",61638,
"USA","EMP","MEN","THND_PER","Q","1987-Q2",61928.33,
"USA","EMP","MEN","THND_PER","Q","1987-Q3",62267,
"USA","EMP","MEN","THND_PER","Q","1987-Q4",62594,
"USA","EMP","MEN","THND_PER","Q","1988-Q1",62845.67,
"USA","EMP","MEN","THND_PER","Q","1988-Q2",63258,
"USA","EMP","MEN","THND_PER","Q","1988-Q3",63474,
"USA","EMP","MEN","THND_PER","Q","1988-Q4",63508.33,
"USA","EMP","MEN","THND_PER","Q","1989-Q1",64029.67,
"USA","EMP","MEN","THND_PER","Q","1989-Q2",64354.67,
"USA","EMP","MEN","THND_PER","Q","1989-Q3",64379.33,
"USA","EMP","MEN","THND_PER","Q","1989-Q4",64436.33,
"USA","EMP","MEN","THND_PER","Q","1990-Q1",65371,
"USA","EMP","MEN","THND_PER","Q","1990-Q2",65240,
"USA","EMP","MEN","THND_PER","Q","1990-Q3",65012,
"USA","EMP","MEN","THND_PER","Q","1990-Q4",64807,
"USA","EMP","MEN","THND_PER","Q","1991-Q1",64372.33,
"USA","EMP","MEN","THND_PER","Q","1991-Q2",64220.67,
"USA","EMP","MEN","THND_PER","Q","1991-Q3",64194.67,
"USA","EMP","MEN","THND_PER","Q","1991-Q4",64089.33,
"USA","EMP","MEN","THND_PER","Q","1992-Q1",64083.33,
"USA","EMP","MEN","THND_PER","Q","1992-Q2",64410,
"USA","EMP","MEN","THND_PER","Q","1992-Q3",64616.33,
"USA","EMP","MEN","THND_PER","Q","1992-Q4",64641.67,
"USA","EMP","MEN","THND_PER","Q","1993-Q1",64936,
"USA","EMP","MEN","THND_PER","Q","1993-Q2",65232.33,
"USA","EMP","MEN","THND_PER","Q","1993-Q3",65553,
"USA","EMP","MEN","THND_PER","Q","1993-Q4",65688.34,
"USA","EMP","MEN","THND_PER","Q","1994-Q1",65877.34,
"USA","EMP","MEN","THND_PER","Q","1994-Q2",66125,
"USA","EMP","MEN","THND_PER","Q","1994-Q3",66507.34,
"USA","EMP","MEN","THND_PER","Q","1994-Q4",67322,
"USA","EMP","MEN","THND_PER","Q","1995-Q1",67575.66,
"USA","EMP","MEN","THND_PER","Q","1995-Q2",67276.66,
"USA","EMP","MEN","THND_PER","Q","1995-Q3",67340.34,
"USA","EMP","MEN","THND_PER","Q","1995-Q4",67350.34,
"USA","EMP","MEN","THND_PER","Q","1996-Q1",67640,
"USA","EMP","MEN","THND_PER","Q","1996-Q2",68044.66,
"USA","EMP","MEN","THND_PER","Q","1996-Q3",68471.34,
"USA","EMP","MEN","THND_PER","Q","1996-Q4",68705.34,
"USA","EMP","MEN","THND_PER","Q","1997-Q1",69171.66,
"USA","EMP","MEN","THND_PER","Q","1997-Q2",69620.34,
"USA","EMP","MEN","THND_PER","Q","1997-Q3",69836.66,
"USA","EMP","MEN","THND_PER","Q","1997-Q4",70144,
"USA","EMP","MEN","THND_PER","Q","1998-Q1",70275.66,
"USA","EMP","MEN","THND_PER","Q","1998-Q2",70659.34,
"USA","EMP","MEN","THND_PER","Q","1998-Q3",70698.66,
"USA","EMP","MEN","THND_PER","Q","1998-Q4",71145,
"USA","EMP","MEN","THND_PER","Q","1999-Q1",71247,
"USA","EMP","MEN","THND_PER","Q","1999-Q2",71292.34,
"USA","EMP","MEN","THND_PER","Q","1999-Q3",71474.34,
"USA","EMP","MEN","THND_PER","Q","1999-Q4",71777.66,
"USA","EMP","MEN","THND_PER","Q","2000-Q1",73225.66,
"USA","EMP","MEN","THND_PER","Q","2000-Q2",73271.34,
"USA","EMP","MEN","THND_PER","Q","2000-Q3",73269.66,
"USA","EMP","MEN","THND_PER","Q","2000-Q4",73468,
"USA","EMP","MEN","THND_PER","Q","2001-Q1",73575,
"USA","EMP","MEN","THND_PER","Q","2001-Q2",73284,
"USA","EMP","MEN","THND_PER","Q","2001-Q3",73146.34,
"USA","EMP","MEN","THND_PER","Q","2001-Q4",72791,
"USA","EMP","MEN","THND_PER","Q","2002-Q1",72662,
"USA","EMP","MEN","THND_PER","Q","2002-Q2",72966.66,
"USA","EMP","MEN","THND_PER","Q","2002-Q3",73124.66,
"USA","EMP","MEN","THND_PER","Q","2002-Q4",72857,
"USA","EMP","MEN","THND_PER","Q","2003-Q1",73067.66,
"USA","EMP","MEN","THND_PER","Q","2003-Q2",73128.66,
"USA","EMP","MEN","THND_PER","Q","2003-Q3",73250,
"USA","EMP","MEN","THND_PER","Q","2003-Q4",73873.66,
"USA","EMP","MEN","THND_PER","Q","2004-Q1",74135,
"USA","EMP","MEN","THND_PER","Q","2004-Q2",74203,
"USA","EMP","MEN","THND_PER","Q","2004-Q3",74742.66,
"USA","EMP","MEN","THND_PER","Q","2004-Q4",74995.66,
"USA","EMP","MEN","THND_PER","Q","2005-Q1",75171.66,
"USA","EMP","MEN","THND_PER","Q","2005-Q2",75960.34,
"USA","EMP","MEN","THND_PER","Q","2005-Q3",76309,
"USA","EMP","MEN","THND_PER","Q","2005-Q4",76414,
"USA","EMP","MEN","THND_PER","Q","2006-Q1",77101.34,
"USA","EMP","MEN","THND_PER","Q","2006-Q2",77306.66,
"USA","EMP","MEN","THND_PER","Q","2006-Q3",77459.34,
"USA","EMP","MEN","THND_PER","Q","2006-Q4",78111.34,
"USA","EMP","MEN","THND_PER","Q","2007-Q1",78354.66,
"USA","EMP","MEN","THND_PER","Q","2007-Q2",78284,
"USA","EMP","MEN","THND_PER","Q","2007-Q3",78080.34,
"USA","EMP","MEN","THND_PER","Q","2007-Q4",78300.34,
"USA","EMP","MEN","THND_PER","Q","2008-Q1",78210.34,
"USA","EMP","MEN","THND_PER","Q","2008-Q2",77879,
"USA","EMP","MEN","THND_PER","Q","2008-Q3",77407.34,
"USA","EMP","MEN","THND_PER","Q","2008-Q4",76453.66,
"USA","EMP","MEN","THND_PER","Q","2009-Q1",74656.34,
"USA","EMP","MEN","THND_PER","Q","2009-Q2",73848.34,
"USA","EMP","MEN","THND_PER","Q","2009-Q3",73385.66,
"USA","EMP","MEN","THND_PER","Q","2009-Q4",72810,
"USA","EMP","MEN","THND_PER","Q","2010-Q1",72824,
"USA","EMP","MEN","THND_PER","Q","2010-Q2",73489.66,
"USA","EMP","MEN","THND_PER","Q","2010-Q3",73638,
"USA","EMP","MEN","THND_PER","Q","2010-Q4",73499.66,
"USA","EMP","MEN","THND_PER","Q","2011-Q1",73901,
"USA","EMP","MEN","THND_PER","Q","2011-Q2",74053.34,
"USA","EMP","MEN","THND_PER","Q","2011-Q3",74309.66,
"USA","EMP","MEN","THND_PER","Q","2011-Q4",74930,
"USA","EMP","MEN","THND_PER","Q","2012-Q1",75213,
"USA","EMP","MEN","THND_PER","Q","2012-Q2",75386,
"USA","EMP","MEN","THND_PER","Q","2012-Q3",75548.66,
"USA","EMP","MEN","THND_PER","Q","2012-Q4",76083.66,
"USA","EMP","MEN","THND_PER","Q","2013-Q1",76250.34,
"USA","EMP","MEN","THND_PER","Q","2013-Q2",76303,
"USA","EMP","MEN","THND_PER","Q","2013-Q3",76373,
"USA","EMP","MEN","THND_PER","Q","2013-Q4",76506.34,
"USA","EMP","MEN","THND_PER","Q","2014-Q1",77072.66,
"USA","EMP","MEN","THND_PER","Q","2014-Q2",77408,
"USA","EMP","MEN","THND_PER","Q","2014-Q3",77959.34,
"USA","EMP","MEN","THND_PER","Q","2014-Q4",78332.34,
"USA","EMP","MEN","THND_PER","Q","2015-Q1",78935,
"USA","EMP","MEN","THND_PER","Q","2015-Q2",79111,
"USA","EMP","MEN","THND_PER","Q","2015-Q3",79180.66,
"USA","EMP","MEN","THND_PER","Q","2015-Q4",79317.66,
"USA","EMP","MEN","THND_PER","Q","2016-Q1",80379.34,
"USA","EMP","TOT","THND_PER","Q","1955-Q1",60814.67,
"USA","EMP","TOT","THND_PER","Q","1955-Q2",61643.33,
"USA","EMP","TOT","THND_PER","Q","1955-Q3",62753.33,
"USA","EMP","TOT","THND_PER","Q","1955-Q4",63310.67,
"USA","EMP","TOT","THND_PER","Q","1956-Q1",63560.67,
"USA","EMP","TOT","THND_PER","Q","1956-Q2",63765,
"USA","EMP","TOT","THND_PER","Q","1956-Q3",63950.33,
"USA","EMP","TOT","THND_PER","Q","1956-Q4",63893.67,
"USA","EMP","TOT","THND_PER","Q","1957-Q1",64097.67,
"USA","EMP","TOT","THND_PER","Q","1957-Q2",64076,
"USA","EMP","TOT","THND_PER","Q","1957-Q3",64206.67,
"USA","EMP","TOT","THND_PER","Q","1957-Q4",63879,
"USA","EMP","TOT","THND_PER","Q","1958-Q1",62949.67,
"USA","EMP","TOT","THND_PER","Q","1958-Q2",62745,
"USA","EMP","TOT","THND_PER","Q","1958-Q3",62979.33,
"USA","EMP","TOT","THND_PER","Q","1958-Q4",63498,
"USA","EMP","TOT","THND_PER","Q","1959-Q1",63939.67,
"USA","EMP","TOT","THND_PER","Q","1959-Q2",64772,
"USA","EMP","TOT","THND_PER","Q","1959-Q3",64875,
"USA","EMP","TOT","THND_PER","Q","1959-Q4",64927.33,
"USA","EMP","TOT","THND_PER","Q","1960-Q1",65213.33,
"USA","EMP","TOT","THND_PER","Q","1960-Q2",66061.34,
"USA","EMP","TOT","THND_PER","Q","1960-Q3",66023.66,
"USA","EMP","TOT","THND_PER","Q","1960-Q4",65839.66,
"USA","EMP","TOT","THND_PER","Q","1961-Q1",65738,
"USA","EMP","TOT","THND_PER","Q","1961-Q2",65605.34,
"USA","EMP","TOT","THND_PER","Q","1961-Q3",65667,
"USA","EMP","TOT","THND_PER","Q","1961-Q4",65966.66,
"USA","EMP","TOT","THND_PER","Q","1962-Q1",66379.66,
"USA","EMP","TOT","THND_PER","Q","1962-Q2",66576.66,
"USA","EMP","TOT","THND_PER","Q","1962-Q3",66881,
"USA","EMP","TOT","THND_PER","Q","1962-Q4",66969.34,
"USA","EMP","TOT","THND_PER","Q","1963-Q1",67149,
"USA","EMP","TOT","THND_PER","Q","1963-Q2",67635.34,
"USA","EMP","TOT","THND_PER","Q","1963-Q3",67995.66,
"USA","EMP","TOT","THND_PER","Q","1963-Q4",68258,
"USA","EMP","TOT","THND_PER","Q","1964-Q1",68613.66,
"USA","EMP","TOT","THND_PER","Q","1964-Q2",69401.66,
"USA","EMP","TOT","THND_PER","Q","1964-Q3",69480,
"USA","EMP","TOT","THND_PER","Q","1964-Q4",69710.34,
"USA","EMP","TOT","THND_PER","Q","1965-Q1",70187.66,
"USA","EMP","TOT","THND_PER","Q","1965-Q2",70897.34,
"USA","EMP","TOT","THND_PER","Q","1965-Q3",71369.34,
"USA","EMP","TOT","THND_PER","Q","1965-Q4",71827,
"USA","EMP","TOT","THND_PER","Q","1966-Q1",72173.34,
"USA","EMP","TOT","THND_PER","Q","1966-Q2",72594,
"USA","EMP","TOT","THND_PER","Q","1966-Q3",73088,
"USA","EMP","TOT","THND_PER","Q","1966-Q4",73656.66,
"USA","EMP","TOT","THND_PER","Q","1967-Q1",73572,
"USA","EMP","TOT","THND_PER","Q","1967-Q2",74001.34,
"USA","EMP","TOT","THND_PER","Q","1967-Q3",74713.66,
"USA","EMP","TOT","THND_PER","Q","1967-Q4",75216.34,
"USA","EMP","TOT","THND_PER","Q","1968-Q1",75102.66,
"USA","EMP","TOT","THND_PER","Q","1968-Q2",75950,
"USA","EMP","TOT","THND_PER","Q","1968-Q3",76100.66,
"USA","EMP","TOT","THND_PER","Q","1968-Q4",76498.66,
"USA","EMP","TOT","THND_PER","Q","1969-Q1",77166.34,
"USA","EMP","TOT","THND_PER","Q","1969-Q2",77605,
"USA","EMP","TOT","THND_PER","Q","1969-Q3",78153,
"USA","EMP","TOT","THND_PER","Q","1969-Q4",78575.34,
"USA","EMP","TOT","THND_PER","Q","1970-Q1",78780.34,
"USA","EMP","TOT","THND_PER","Q","1970-Q2",78635.66,
"USA","EMP","TOT","THND_PER","Q","1970-Q3",78616,
"USA","EMP","TOT","THND_PER","Q","1970-Q4",78643,
"USA","EMP","TOT","THND_PER","Q","1971-Q1",78717.34,
"USA","EMP","TOT","THND_PER","Q","1971-Q2",78961,
"USA","EMP","TOT","THND_PER","Q","1971-Q3",79511,
"USA","EMP","TOT","THND_PER","Q","1971-Q4",80228.66,
"USA","EMP","TOT","THND_PER","Q","1972-Q1",81213.34,
"USA","EMP","TOT","THND_PER","Q","1972-Q2",81875,
"USA","EMP","TOT","THND_PER","Q","1972-Q3",82450.34,
"USA","EMP","TOT","THND_PER","Q","1972-Q4",83002,
"USA","EMP","TOT","THND_PER","Q","1973-Q1",83841.66,
"USA","EMP","TOT","THND_PER","Q","1973-Q2",84797.34,
"USA","EMP","TOT","THND_PER","Q","1973-Q3",85330.34,
"USA","EMP","TOT","THND_PER","Q","1973-Q4",86236,
"USA","EMP","TOT","THND_PER","Q","1974-Q1",86709.34,
"USA","EMP","TOT","THND_PER","Q","1974-Q2",86833.66,
"USA","EMP","TOT","THND_PER","Q","1974-Q3",87079,
"USA","EMP","TOT","THND_PER","Q","1974-Q4",86588.34,
"USA","EMP","TOT","THND_PER","Q","1975-Q1",85356.66,
"USA","EMP","TOT","THND_PER","Q","1975-Q2",85331.66,
"USA","EMP","TOT","THND_PER","Q","1975-Q3",86135.66,
"USA","EMP","TOT","THND_PER","Q","1975-Q4",86497,
"USA","EMP","TOT","THND_PER","Q","1976-Q1",87685.66,
"USA","EMP","TOT","THND_PER","Q","1976-Q2",88591,
"USA","EMP","TOT","THND_PER","Q","1976-Q3",89163,
"USA","EMP","TOT","THND_PER","Q","1976-Q4",89570.34,
"USA","EMP","TOT","THND_PER","Q","1977-Q1",90359.34,
"USA","EMP","TOT","THND_PER","Q","1977-Q2",91661.34,
"USA","EMP","TOT","THND_PER","Q","1977-Q3",92409,
"USA","EMP","TOT","THND_PER","Q","1977-Q4",93639.34,
"USA","EMP","TOT","THND_PER","Q","1978-Q1",94552.66,
"USA","EMP","TOT","THND_PER","Q","1978-Q2",95835.34,
"USA","EMP","TOT","THND_PER","Q","1978-Q3",96397,
"USA","EMP","TOT","THND_PER","Q","1978-Q4",97399.66,
"USA","EMP","TOT","THND_PER","Q","1979-Q1",98252.34,
"USA","EMP","TOT","THND_PER","Q","1979-Q2",98371,
"USA","EMP","TOT","THND_PER","Q","1979-Q3",99040.66,
"USA","EMP","TOT","THND_PER","Q","1979-Q4",99637,
"USA","EMP","TOT","THND_PER","Q","1980-Q1",99862.34,
"USA","EMP","TOT","THND_PER","Q","1980-Q2",98953.34,
"USA","EMP","TOT","THND_PER","Q","1980-Q3",98899,
"USA","EMP","TOT","THND_PER","Q","1980-Q4",99498.66,
"USA","EMP","TOT","THND_PER","Q","1981-Q1",100239,
"USA","EMP","TOT","THND_PER","Q","1981-Q2",100800.7,
"USA","EMP","TOT","THND_PER","Q","1981-Q3",100482,
"USA","EMP","TOT","THND_PER","Q","1981-Q4",100076.7,
"USA","EMP","TOT","THND_PER","Q","1982-Q1",99708.66,
"USA","EMP","TOT","THND_PER","Q","1982-Q2",99745,
"USA","EMP","TOT","THND_PER","Q","1982-Q3",99543.34,
"USA","EMP","TOT","THND_PER","Q","1982-Q4",99119.66,
"USA","EMP","TOT","THND_PER","Q","1983-Q1",99143,
"USA","EMP","TOT","THND_PER","Q","1983-Q2",99945,
"USA","EMP","TOT","THND_PER","Q","1983-Q3",101610.7,
"USA","EMP","TOT","THND_PER","Q","1983-Q4",102588,
